record_id,parent_record_id,composition_group_id,donor,domain,value_unit,source_granularity,value_form,separability,donor_path,donor_sha256,donor_symbol,transformation,mapping_topology,disposition,decision_rationale,target_capability,target_nodes,invariant,negative_invariant,test_node,operator_surface,migration_impact,license_note,risk_tier,dependency_record_ids,evidence_confidence,validation_status
HVC-LAB-W20-FREENET-MAIL-E9880C47,n/a,HVC-LAB-20-wave20-freenet-mail,luminet-baseline-d73453f,daemon-labs,freenet mail lab capability,standalone source unit,executable-behaviour/reference implementation,standalone,server/internal/proxy/freenet_mail.go,e9880c47eb1d86f90b5ad6bf52cfa88959c3158dfc60fb239a52e0fde5f6e6d4,FreenetMail;FreenetMail.DecapsulateKey;FreenetMail.EncapsulateKey;FreenetMail.EncryptAndSignMessage;FreenetMail.GenerateLocalMailKeyPair;FreenetMail.GetActive;FreenetMail.LoadMailKeys;FreenetMail.Mail;FreenetMail.SetActive;FreenetMail.SolveAntiFloodToken;FreenetMail.ValidateMessageMetadata;FreenetMail.VerifyAndDecryptMessage;FreenetMail.VerifyAntiFloodToken;FreenetMailMessage;FreenetMailMessage.GetBody;FreenetMailMessage.GetNonce;FreenetMailMessage.GetRecipient;FreenetMailMessage.GetSender;FreenetMailMessage.GetSignature;FreenetMailMessage.GetSubject;FreenetMailMessage.SetBody;FreenetMailMessage.SetNonce;FreenetMailMessage.SetRecipient;FreenetMailMessage.SetSender;FreenetMailMessage.SetSignature;FreenetMailMessage.SetSubject;NewFreenetMail,promotion to governed lab,one-to-one,reference-only,"The source carries distinct dormant implementation value but has no live production consumer. Preserve it as an intentional, catalogued lab capability without granting runtime authority; later promotion must extract only target-native value behind a canonical owner.",daemon lab capability corpus,labs/daemon/proxy/freenet_mail.go,The lab source remains byte-identical to its baseline object and traceable by SHA-256.,Live daemon internal packages must not import lab code directly or treat lab presence as production readiness.,n/a,labs/daemon/CAPABILITIES.csv,Path-only promotion from experiments to labs; no live runtime dependency or persisted state change.,Repository-native baseline source; no new external donor bytes introduced.,medium,n/a,high,statically-validated
HVC-LAB-W20-FRP-06CC5C9C,n/a,HVC-LAB-20-wave20-frp,luminet-baseline-d73453f,daemon-labs,frp lab capability,standalone source unit,executable-behaviour/reference implementation,standalone,server/internal/proxy/frp.go,06cc5c9c82dc49e6951081358a364e426c62bf2bfd6b490dc63d3f0f7a1ecfb4,FRP;FRP.Proxy;NewFRP,promotion to governed lab,one-to-one,reference-only,"The source carries distinct dormant implementation value but has no live production consumer. Preserve it as an intentional, catalogued lab capability without granting runtime authority; later promotion must extract only target-native value behind a canonical owner.",daemon lab capability corpus,labs/daemon/proxy/frp.go,The lab source remains byte-identical to its baseline object and traceable by SHA-256.,Live daemon internal packages must not import lab code directly or treat lab presence as production readiness.,n/a,labs/daemon/CAPABILITIES.csv,Path-only promotion from experiments to labs; no live runtime dependency or persisted state change.,Repository-native baseline source; no new external donor bytes introduced.,medium,n/a,high,statically-validated
HVC-LAB-W20-FRP-TUNNEL-3BACC85B,n/a,HVC-LAB-20-wave20-frp-tunnel,luminet-baseline-d73453f,daemon-labs,frp tunnel lab capability,standalone source unit,executable-behaviour/reference implementation,standalone,server/internal/proxy/frp_tunnel.go,3bacc85b7278a0d52472415e0d9b73e65a60858c49b28e3a8a18e44e7fddb917,FRPTunnel;FRPTunnel.AddProxyMapping;FRPTunnel.ClearProxyMappings;FRPTunnel.GetAuthToken;FRPTunnel.GetMappingBandwidthLimit;FRPTunnel.GetMappingCustomDomains;FRPTunnel.GetMappingHeaderMap;FRPTunnel.GetMappingHostHeaderRewrite;FRPTunnel.GetMappingLocalIP;FRPTunnel.GetMappingLocalPort;FRPTunnel.GetMappingLocations;FRPTunnel.GetMappingProxyProtocolVersion;FRPTunnel.GetMappingRemotePort;FRPTunnel.GetMappingSubDomain;FRPTunnel.GetMappingType;FRPTunnel.GetMappingUseCompression;FRPTunnel.GetMappingUseEncryption;FRPTunnel.GetProxyMapping;FRPTunnel.GetProxyMappingCount;FRPTunnel.GetProxyMappings;FRPTunnel.GetRunning;FRPTunnel.GetServerAddr;FRPTunnel.GetServerPort;FRPTunnel.Multiplex;FRPTunnel.RemoveProxyMapping;FRPTunnel.SetAuthToken;FRPTunnel.SetMappingBandwidthLimit;FRPTunnel.SetMappingCustomDomains;FRPTunnel.SetMappingHeaderMap;FRPTunnel.SetMappingHostHeaderRewrite;FRPTunnel.SetMappingLocalIP;FRPTunnel.SetMappingLocalPort;FRPTunnel.SetMappingLocations;FRPTunnel.SetMappingProxyProtocolVersion;FRPTunnel.SetMappingRemotePort;FRPTunnel.SetMappingSubDomain;FRPTunnel.SetMappingType;FRPTunnel.SetMappingUseCompression;FRPTunnel.SetMappingUseEncryption;FRPTunnel.SetRunning;FRPTunnel.SetServerAddr;FRPTunnel.SetServerPort;FRPTunnel.StartTunnel;FRPTunnel.StopTunnel;NewFRPTunnel;ProxyMapping,promotion to governed lab,one-to-one,reference-only,"The source carries distinct dormant implementation value but has no live production consumer. Preserve it as an intentional, catalogued lab capability without granting runtime authority; later promotion must extract only target-native value behind a canonical owner.",daemon lab capability corpus,labs/daemon/proxy/frp_tunnel.go,The lab source remains byte-identical to its baseline object and traceable by SHA-256.,Live daemon internal packages must not import lab code directly or treat lab presence as production readiness.,n/a,labs/daemon/CAPABILITIES.csv,Path-only promotion from experiments to labs; no live runtime dependency or persisted state change.,Repository-native baseline source; no new external donor bytes introduced.,medium,n/a,high,statically-validated
HVC-LAB-W20-GAS-RELAY-ASSETS-FEF3CEC1,n/a,HVC-LAB-20-wave20-gas-relay-assets,luminet-baseline-d73453f,daemon-labs,gas relay assets lab capability,standalone source unit,executable-behaviour/reference implementation,standalone,server/internal/proxy/gas_relay_assets.go,fef3cec1d5943f17957307224dc4cdc8e684376e0845e9954783b232387a1afc,GASRelayAssets;GASRelayAssets.Build;NewGASRelayAssets,promotion to governed lab,one-to-one,reference-only,"The source carries distinct dormant implementation value but has no live production consumer. Preserve it as an intentional, catalogued lab capability without granting runtime authority; later promotion must extract only target-native value behind a canonical owner.",daemon lab capability corpus,labs/daemon/proxy/gas_relay_assets.go,The lab source remains byte-identical to its baseline object and traceable by SHA-256.,Live daemon internal packages must not import lab code directly or treat lab presence as production readiness.,n/a,labs/daemon/CAPABILITIES.csv,Path-only promotion from experiments to labs; no live runtime dependency or persisted state change.,Repository-native baseline source; no new external donor bytes introduced.,medium,n/a,high,statically-validated
HVC-LAB-W20-GENERIC-PROXY-TUNNEL-9A30362E,n/a,HVC-LAB-20-wave20-generic-proxy-tunnel,luminet-baseline-d73453f,daemon-labs,generic proxy tunnel lab capability,standalone source unit,executable-behaviour/reference implementation,standalone,server/internal/proxy/generic_proxy_tunnel.go,9a30362e72041f1a18eff96c926a49bcacc60e0934a666e52e90e2805d57b165,GostEngine;GostEngine.CreateTunnel;GostEngine.StartForwarding;GostEngine.StopForwarding;GostNode;NewGostEngine,promotion to governed lab,one-to-one,reference-only,"The source carries distinct dormant implementation value but has no live production consumer. Preserve it as an intentional, catalogued lab capability without granting runtime authority; later promotion must extract only target-native value behind a canonical owner.",daemon lab capability corpus,labs/daemon/proxy/generic_proxy_tunnel.go,The lab source remains byte-identical to its baseline object and traceable by SHA-256.,Live daemon internal packages must not import lab code directly or treat lab presence as production readiness.,n/a,labs/daemon/CAPABILITIES.csv,Path-only promotion from experiments to labs; no live runtime dependency or persisted state change.,Repository-native baseline source; no new external donor bytes introduced.,medium,n/a,high,statically-validated
HVC-LAB-W20-GFW-RESIST-HTTPS-75420071,n/a,HVC-LAB-20-wave20-gfw-resist-https,luminet-baseline-d73453f,daemon-labs,gfw resist https lab capability,standalone source unit,executable-behaviour/reference implementation,standalone,server/internal/proxy/gfw_resist_https.go,75420071d5a23f8c6b40438764bbb9d37bb5251c154dd7c9484497b0410d623f,GFWResistHTTPS;GFWResistHTTPS.AddStaticDNSEntry;GFWResistHTTPS.BenchmarkDoH;GFWResistHTTPS.Connect;GFWResistHTTPS.DialTCPWithBypass;GFWResistHTTPS.GetDNSMap;GFWResistHTTPS.IsIPBlocked;GFWResistHTTPS.RemoveStaticDNSEntry;GFWResistHTTPS.ResolveDNS;GFWResistHTTPS.SetDoHResolver;GFWResistHTTPS.SetFragmentSleep;GFWResistHTTPS.SetNumFragments;GFWResistHTTPS.SetReadTimeout;GFWResistHTTPS.SetWriteTimeout;GFWResistHTTPS.SplitPayload;GFWResistHTTPS.TunnelConnection;NewGFWResistHTTPS,promotion to governed lab,one-to-one,reference-only,"The source carries distinct dormant implementation value but has no live production consumer. Preserve it as an intentional, catalogued lab capability without granting runtime authority; later promotion must extract only target-native value behind a canonical owner.",daemon lab capability corpus,labs/daemon/proxy/gfw_resist_https.go,The lab source remains byte-identical to its baseline object and traceable by SHA-256.,Live daemon internal packages must not import lab code directly or treat lab presence as production readiness.,n/a,labs/daemon/CAPABILITIES.csv,Path-only promotion from experiments to labs; no live runtime dependency or persisted state change.,Repository-native baseline source; no new external donor bytes introduced.,medium,n/a,high,statically-validated
HVC-LAB-W20-GFW-RESIST-TCP-6CB59C40,n/a,HVC-LAB-20-wave20-gfw-resist-tcp,luminet-baseline-d73453f,daemon-labs,gfw resist tcp lab capability,standalone source unit,executable-behaviour/reference implementation,standalone,server/internal/proxy/gfw_resist_tcp.go,6cb59c4000599cc6409107a7906651b66b51052761eb06349dd8157fb1de941a,GFWResistTCP;GFWResistTCP.ConfigureTCPSocket;GFWResistTCP.Proxy;GFWResistTCP.ProxyTCP;NewGFWResistTCP,promotion to governed lab,one-to-one,reference-only,"The source carries distinct dormant implementation value but has no live production consumer. Preserve it as an intentional, catalogued lab capability without granting runtime authority; later promotion must extract only target-native value behind a canonical owner.",daemon lab capability corpus,labs/daemon/proxy/gfw_resist_tcp.go,The lab source remains byte-identical to its baseline object and traceable by SHA-256.,Live daemon internal packages must not import lab code directly or treat lab presence as production readiness.,n/a,labs/daemon/CAPABILITIES.csv,Path-only promotion from experiments to labs; no live runtime dependency or persisted state change.,Repository-native baseline source; no new external donor bytes introduced.,medium,n/a,high,statically-validated
HVC-LAB-W20-GFW-RESIST-TLS-68D7B3FD,n/a,HVC-LAB-20-wave20-gfw-resist-tls,luminet-baseline-d73453f,daemon-labs,gfw resist tls lab capability,standalone source unit,executable-behaviour/reference implementation,standalone,server/internal/proxy/gfw_resist_tls.go,68d7b3fd24b1128d8a3e27996dbf9fa23478a93cbe7f977401155f48456a8844,GFWResistTLS;GFWResistTLS.ChunkClientHello;NewGFWResistTLS,promotion to governed lab,one-to-one,reference-only,"The source carries distinct dormant implementation value but has no live production consumer. Preserve it as an intentional, catalogued lab capability without granting runtime authority; later promotion must extract only target-native value behind a canonical owner.",daemon lab capability corpus,labs/daemon/proxy/gfw_resist_tls.go,The lab source remains byte-identical to its baseline object and traceable by SHA-256.,Live daemon internal packages must not import lab code directly or treat lab presence as production readiness.,n/a,labs/daemon/CAPABILITIES.csv,Path-only promotion from experiments to labs; no live runtime dependency or persisted state change.,Repository-native baseline source; no new external donor bytes introduced.,medium,n/a,high,statically-validated
HVC-LAB-W20-GFW-WHITELIST-C8BDE0DE,n/a,HVC-LAB-20-wave20-gfw-whitelist,luminet-baseline-d73453f,daemon-labs,gfw whitelist lab capability,standalone source unit,executable-behaviour/reference implementation,standalone,server/internal/proxy/gfw_whitelist.go,c8bde0de415d6055973ef106d4acd5323c10ac4cee33dfdb2e91ca6bfda5b637,GFWWhitelist;GFWWhitelist.Whitelist;NewGFWWhitelist,promotion to governed lab,one-to-one,reference-only,"The source carries distinct dormant implementation value but has no live production consumer. Preserve it as an intentional, catalogued lab capability without granting runtime authority; later promotion must extract only target-native value behind a canonical owner.",daemon lab capability corpus,labs/daemon/proxy/gfw_whitelist.go,The lab source remains byte-identical to its baseline object and traceable by SHA-256.,Live daemon internal packages must not import lab code directly or treat lab presence as production readiness.,n/a,labs/daemon/CAPABILITIES.csv,Path-only promotion from experiments to labs; no live runtime dependency or persisted state change.,Repository-native baseline source; no new external donor bytes introduced.,medium,n/a,high,statically-validated
HVC-LAB-W20-GFWLIST-PARSER-95541A68,n/a,HVC-LAB-20-wave20-gfwlist-parser,luminet-baseline-d73453f,daemon-labs,gfwlist parser lab capability,standalone source unit,executable-behaviour/reference implementation,standalone,server/internal/proxy/gfwlist_parser.go,95541a686304ee897bdd7ffc883ea2d3b2c319da54ea75f5c23302516a08221d,GFWListParser;GFWListParser.AddBlockedDomain;GFWListParser.AddSuffixRule;GFWListParser.AddWhitelistedDomain;GFWListParser.ClearBlocklist;GFWListParser.ExportRulesJSON;GFWListParser.GetBlockedDomains;GFWListParser.GetBlockedDomainsCount;GFWListParser.GetSuffixRules;GFWListParser.ImportRulesJSON;GFWListParser.IsDomainInWhitelist;GFWListParser.LoadGFWList;GFWListParser.Match;GFWListParser.Parse;GFWListParser.RemoveBlockedDomain;GFWListParser.RemoveSuffixRule;NewGFWListParser,promotion to governed lab,one-to-one,reference-only,"The source carries distinct dormant implementation value but has no live production consumer. Preserve it as an intentional, catalogued lab capability without granting runtime authority; later promotion must extract only target-native value behind a canonical owner.",daemon lab capability corpus,labs/daemon/proxy/gfwlist_parser.go,The lab source remains byte-identical to its baseline object and traceable by SHA-256.,Live daemon internal packages must not import lab code directly or treat lab presence as production readiness.,n/a,labs/daemon/CAPABILITIES.csv,Path-only promotion from experiments to labs; no live runtime dependency or persisted state change.,Repository-native baseline source; no new external donor bytes introduced.,medium,n/a,high,statically-validated
